institution_name,study_period_start_date,credential,program_length, total_estimated_cost ,student_status,Comments
Vancouver Island University,01-02-2021,Heavy Equipment Operator Certificate,1," $17,397.00 ", Completed  ,
Thompson Rivers University,01-09-2019,,,,,
Thompson Rivers University,01-01-2020,,,,,
Douglas College,08-09-2020,Pre-Bachelor Psychology,3," $12,114.00 ", Attending ,
Thompson Rivers University,09-09-2020,Bachelor of Arts,4," $24,092.00 ", Hiatus ,
Langara College,08-09-2020,Associate of Science in Computer Science,2," $9,775.00 ", Hiatus ,
Thompson Rivers University,01-09-2020,Bachelor of Arts,2," $10,200.00 ", Attending ,
University of British Columbia,11-01-2021,Bachelor of Science,4," $15,500.00 ",,
University of the Fraser Valley,14-09-2020,Bachelor of Science,4," $39,443.00 ", Attending ,
University of British Columbia,04-09-2020,Bachelor of Arts,4," $35,887.00 ",,
University of British Columbia,05-09-2020,Bachelor of Arts,4," $35,887.00 ",,
Vancouver Community College,01-11-2020,Estethics and Spa Therapy,1," $12,928.00 ", Completed  ,
Coast Mountain College,08-09-2020,University Credit Program,2," $12,950.30 ", Attending ,
Thompson Rivers University,09-09-2020,Bachelor of Arts,4," $10,845.00 ", Hiatus , Applied while going into 3rd year. Cost reflects this.  
Northern Lights College,07-09-2021,Professional Cook 1,1,, Hiatus , Did not complete 
Thompson Rivers University,09-09-2020,Bachelor of Arts,4," $21,708.00 ", Never Attended ,
Justice Insitute of British Columbia,16-11-2020,Emergency Medical Responder,1," $1,718.00 ", Completed  ,
Langara College,08-09-2020,Associate of Arts: Psychology,2," $9,335.00 ", Hiatus ,
Douglas College,08-09-2020,Basic Musicianship Certificate,1," $1,858.00 ", Attending ,
Kwantlen Polytechnic University,01-05-2022,Fine Arts,,,,
Okanagan College,14-09-2020,Audio Engineering and Music Production Certificate,1," $9,501.00 ", Completed  ,
University of British Columbia,10-05-2021,Bachelor of Arts,4," $19,000.00 ",,
Langara College,08-09-2020,Registered Massage Therapy,2," $30,022.00 ", Attending ,
Langara College,08-09-2020,Graphic Novel & Comix Certificate,1," $13,770.00 ", Hiatus , program at Langara got cancelled indefinitely 
University of British Columbia,08-09-2020,ESL,1," $2,990.00 ",,
Kwantlen Polytechnic University,08-09-2020,Bachelor of Business Administration ,4," $33,000.00 ", Attending ,
College of the Rockies,08-09-2020,Automotive Service Technician,1," $3,902.00 ", Completed  ,
Douglas College,08-09-2020,Marketing Management Diploma,2," $8,084.00 ", Hiatus ,
Vancouver Island University,08-09-2020,Bachelor of Arts,4," $25,000.00 ", Hiatus , Last attended F'20 
Kwantlen Polytechnic University,08-09-2020,Bachelor of Arts,4," $33,000.00 ", Attending ,
Nicola Valley Institute of Technology,08-09-2020,Office Administration Certificate,1," $3,993.00 ", Hiatus ," Last attended date: Dec 22, 2020 "
Vancouver Island University,08-09-2020,Automotive Foundation Program,1," $6,741.00 ", Completed  ,
Kwantlen Polytechnic University,08-09-2020,Bachelor of Arts,4," $23,500.00 ", Attending ,
Kwantlen Polytechnic University,08-09-2020,Bachelor of Arts,4," $23,500.00 ", Attending ,
Camosun College,08-09-2020,Arts & Science Studies,2," $12,000.00 ", Attending ,
Vancouver Island University,08-09-2020,Bachelor of Social Work,4," $40,000.00 ", Attending ,
Nicola Valley Institute of Technology,08-09-2020,Access to Practical Nursing Diploma,2," $8,146.00 ", Attending ,
Douglas College,10-09-2020,Personal Training/Continuing Education - Sports Institute,1," $1,495.00 ", Hiatus ,
University of British Columbia,01-06-2020,Bachelor of Science,3," $18,663.00 ",,
Douglas College,01-09-2019,Academic Foundations,1," $6,000.00 ", Attending ,
University of British Columbia,08-09-2020,Bachelor of Arts,4," $27,000.00 ",, Eligible Winter '22 froward only 
Okanagan College,08-09-2020,Associate of Arts,2," $8,984.00 ", Hiatus ,
University of British Columbia,08-09-2020,Bachelor of Indigenous Education,4," $27,000.00 ", Hiatus ,
University of the Fraser Valley,13-10-2020,Construction Electrician Certificate,1," $3,793.00 ", Hiatus ,
University of British Columbia,08-09-2020,Bachelor of Arts,4," $27,000.00 ", Attending ,
Vancouver Community College,01-01-2021,Professional Cook 1,1," $4,846.00 ", Completed  ,
Simon Fraser University,09-09-2020,Bachelor of Arts,4," $20,028.00 ", Attending ,
Nicola Valley Institute of Technology,07-09-2022,NLE?KEPMX Language Fluency Certificate,1, $60.00 ,, Changed to new program at NVIT 
Vancouver Island University,03-10-2020,Animal Care Aid,1," $3,500.00 ", Completed  ,
Native Education College,27-09-2021,Indigenous Early Childhood Education Certificate/Family and Community Counselling Certificate,1," $5,983.00 ", Attending , 1st year 
North Island College,01-01-2021,Office Management,," $3,700.00 ", Attending ,
University of the Fraser Valley,14-09-2020,Qualifying Studies,1," $8,005.00 ", Attending ,
College of New Caledonia,08-09-2020,Social Services Worker Diploma, 2 ," $8,140.00 ", Attending ,
University of British Columbia,03-09-2019,Bachelor of Arts,," $18,663.00 ",,
Okanagan College,08-09-2020,Administrative Assistant Certificate,2," $9,811.00 ", Completed  ,
Douglas College,08-09-2020,Criminology Diploma,2," $12,000.00 ", Attending ,
BCIT,08-09-2020,Teacher Technology Training,2," $14,142.00 ", Completed  ,
Justice Insitute of British Columbia,01-02-2021,Emergency Medical Responder & Primary Care Paramedic/EMS Diploma,2," $17,713.00 ", Attending ,
University of the Fraser Valley,14-09-2020,Bachelor of Arts,4," $23,765.00 ", Attending ,
Thompson Rivers University,09-09-2020,Bachelor of Arts,4," $21,704.00 ", Hiatus ,
Douglas College,01-01-2022,General Business Diploma,2," $7,308.00 ",,
University of British Columbia,,Bachelor of Applied Science,," $10,801.00 ",,
University of the Fraser Valley,14-09-2020,Qualifying Studies,1," $8,005.00 ", Attending ,
University of the Fraser Valley,01-01-2021,Qualifying Studies,1," $8,726.00 ", Hiatus ,
Vancouver Island University,03-09-2020,Bachelor of Social Work,4," $38,000.00 ", Attending ,
University of British Columbia,03-09-2019,Bachelor of Arts,," $30,887.00 ",,
University of British Columbia,01-01-2019,,,,,
Nicola Valley Institute of Technology,08-09-2020,Associate of Arts , 2 ," $4,044.00 ", Hiatus ," Last attended date: Dec 22, 2020 "
Langara College,03-09-2013,Arts and Science Diploma,2," $8,482.00 ", Hiatus ,
University of British Columbia,07-09-2021,Bachelor of Education,1," $12,265.00 ", Attending ,
College of the Rockies,01-09-2021,Adventure Tourism Business Operations,2," $14,000.00 ", Attending ,
University of Northen BC,11-01-2021,Nature Based Tourism Management,4," $25,564.00 ", Hiatus ,
Douglas College,04-01-2021,Certificate in Academic Foundations for Potential Bachelor of Science in Psychiatric Nursing Applicants,1," $6,439.00 ", Attending ,
University of British Columbia,07-09-2021,Bachelor of Science,4," $21,000.00 ",,
University of British Columbia,07-09-2021,Bachelor of Arts,4," $26,000.00 ",,
University of British Columbia,04-09-2021,Bachelor of Arts,4," $26,000.00 ",,
Simon Fraser University,09-09-2020,Indigenous University Prep,1," $5,501.00 ", Attending ,
Kwantlen Polytechnic University,07-09-2021,Education Assistant Certificate, 1 ," $7,372.00 ", Attending ,
Thompson Rivers University,11-01-2021,Bachelor of Arts,4," $21,704.00 ", Hiatus ,
North Island College,01-09-2020,Office Assistant Certificate,1," $1,850.00 ",,
University of British Columbia,,,,,,
University of British Columbia,,Speech Sciences,,,, Not eligible 
University of British Columbia,07-09-2021,Bachelor of Arts,4," $26,000.00 ",,
Okanagan College,07-09-2022,Associate of Arts,2," $9,816.00 ",, Transfer from UBC-O 
Langara College,01-09-2020,Arts and Science Diploma,2," $9,245.00 ", Attending ,
Okanagan College,26-04-2021,Health Care Assistant,2," $3,468.00 ", Attending , Previously billed. 
Thompson Rivers University,01-01-2021,General Studies Diploma,2," $10,000.00 ", Hiatus ,
Vancouver Island University,01-01-2021,Education Assistant and Community Support,1," $3,265.00 ", Attending ,
College of New Caledonia,01-01-2021,Web & Graphic Design Diploma, 3 ," $10,920.00 ", Attending ,
Vancouver Island University,01-02-2021,Welder Level B,1," $3,300.00 ", Completed  ,
Okanagan College,03-11-2020,Carpentry Apprentice,1, $938.00 , Completed  ,
University of British Columbia,10-01-2022,Bachelor of Music,4," $27,272.00 ",,
College of New Caledonia,08-02-2021,Carpentry Foundations, 1 ," $2,625.00 ", Hiatus ,
University of the Fraser Valley,18-10-2021,Construction Electrician Certificate,1," $4,297.10 ", Attending , Changed from Bachelor of Business Administration Fall '21 
Thompson Rivers University,04-01-2021,Health Care Assistant,1," $3,578.00 ", Completed  ,
Douglas College,04-01-2021,Associate of Arts Degree,2," $12,000.00 ", Hiatus ,
Simon Fraser University,10-01-2022,Bachelor of Arts, 4 ," $27,272.00 ",,
Vancouver Island University,01-01-2021,Welding,1," $5,177.00 ", Never Attended ,
BCIT,01-01-2021,User Interface and Experience Design Associate Certificate,1," $2,986.00 ", Attending ,
Simon Fraser University,11-01-2021,Bachelor of Arts,4," $26,704.00 ", Attending ,
College of New Caledonia,19-10-2020,Caprentry Apprentice Level 2, 1 ," $1,032.00 ", Attending ,
Justice Insitute of British Columbia,04-01-2021,Law Enforcement Studies Diploma,2," $12,602.00 ", Attending ,
Vancouver Island University,06-09-2021,Dental Assistant Diploma/Bachelor of Arts,4," $25,000.00 ", Attending , DENA start F22; Admitted to BA F21 
BCIT,01-01-2021,Interior Design Fundamentals,2," $9,355.00 ", Attending ,
University of British Columbia Okanagan,07-09-2021,Bachelor of Arts, 4 ," $22,468.00 ",,
University of Northen BC,11-01-2021,Bachelor of Science in Psychology,4," $29,928.00 ", Attending ,
Thompson Rivers University,09-09-2020,Bachelor of Science,4," $24,160.00 ", Attending ,
Douglas College,04-01-2021,Bachelor in Therapeutic Recreation,4," $14,160.00 ", Hiatus ,
Camosun College,01-01-2021,University Transfer,2," $14,500.00 ", Attending ,
University of the Fraser Valley,06-01-2021,Social Services Diploma,2," $10,790.00 ", Attending ,
Vancouver Community College,01-01-2021,Culinary Apprentice Training,, $850.00 , Never Attended ,
Thompson Rivers University,01-01-2021,Information  Technology Certificate,1," $8,000.00 ", Hiatus ,
University of the Fraser Valley,06-01-2021,Qualifying Studies,1," $8,726.00 ", Hiatus ,
Douglas College,04-01-2021,Academic Foundations,1," $6,099.00 ", Hiatus ,
Camosun College,07-09-2021,University Transfer,2," $9,240.00 ", Attending ,
Vancouver Island University,01-02-2021,Hairdressing Level 2,1," $1,800.00 ", Never Attended ,
Camosun College,01-01-2021,Bachelor of Sports Management,4," $21,000.00 ", Hiatus ,
Okanagan College,01-06-2021,Electrician Apprentice Level 2,1," $1,322.00 ", Completed  ,
Thompson Rivers University,01-01-2021,Bachelor of Arts,4," $18,800.00 ", Attending ,
Vancouver Island University,01-02-2021,Electrician Certificate,1," $4,800.00 ", Completed  ,
Kwantlen Polytechnic University,05-01-2021,Marketing,4," $25,000.00 ", Hiatus ,
Douglas College,04-01-2021,Associate of Arts,2," $11,696.00 ", Hiatus ,
University of Northen BC,09-09-2020,Integrated Science,4," $25,964.00 ",,
Douglas College,04-01-2021,General studies Diploma,2," $11,696.00 ", Attending ,
North Island College,06-01-2021,University Studies,2," $1,400.00 ", Attending ,
Vancouver Island University,01-09-2021,Early Childhood Education and Care,2," $12,000.00 ", Attending ,
Thompson Rivers University,09-09-2020,Certificate Visual Arts Studio,4," $20,936.00 ", Hiatus ,
University of the Fraser Valley,01-09-2020,Criminology,4," $23,765.00 ", Attending ,
Camosun College,11-01-2021,University Transfer,2," $9,600.00 ", Attending ,
Thompson Rivers University,01-01-2021,Bachelor of Arts,4," $18,800.00 ", Attending ,
Douglas College,04-01-2021,Associate of Arts,2," $12,000.00 ", Attending ,
University of Northen BC,06-01-2020,,," $3,110.12 ",,
Thompson Rivers University,01-01-2021,Bachelor of Business Administration,4," $20,528.00 ", Hiatus ,
North Island College,01-01-2021,Metal Fabrication Foundation,1," $5,735.00 ", Attending ,
Emily Carr University of Art & Design,01-01-2021,Continuing Studies Certificate,1," $8,000.00 ", Hiatus , Student appears to have abandoned program; no longer attending 
Thompson Rivers University,01-09-2018,Bachelor of Social Work,2," $13,572.96 ", Attending ,
University of Victoria,01-09-2021,Bachelor of Social Work,4," $26,668.00 ",,
University of the Fraser Valley,01-09-2021,Construction Electrician Certificate,1," $3,844.00 ",,
University of the Fraser Valley,06-01-2021,Horticulture Crop Production and Protection Certificate ,1," $7,534.00 ",,
University of the Fraser Valley,14-09-2020,Bachelor of Science,4," $23,765.00 ",,
University of the Fraser Valley,06-01-2021,Applied Business Technology Certificate ,1," $7,948.00 ", Attending ,
Thompson Rivers University,06-01-2021,Bachelor of Business Administration,4," $21,528.00 ", Attending ,
University of the Fraser Valley,05-01-2022,Bachelor fo Arts,4," $22,430.00 ",,
North Island College,08-02-2021,Health Care Assistant,1," $3,875.00 ", Attending ,
Camosun College,11-01-2021,Associate of Arts,2," $9,740.00 ", Hiatus ,
University of Victoria,01-09-2020,Bachelor of Arts,4," $26,668.00 ",, Eligilbe Summer '21 
University of the Fraser Valley,03-05-2021,Qualifying Studies,1," $8,726.00 ", Hiatus ,
Okanagan College,04-01-2021,Associate of Arts,2," $8,984.00 ", Hiatus ,
College of New Caledonia,08-02-2021,Piping Foundation Certificate, 1 ," $5,000.00 ", Hiatus ,
BCIT,01-01-2021,Computer Information Technology Diploma,2," $15,176.00 ", Attending ,
Capilano University,01-09-2020,Aboriginal Learners Program Certificate,1," $3,460.00 ", Hiatus ,
Simon Fraser University,01-01-2021,Bachelor of Arts in Philosophy,2," $23,666.00 ", Attending ,
Vancouver Community College,01-01-2021,Pre-requisites for LPN,2," $18,000.00 ", Never Attended ,
Okanagan College,04-01-2021,Criminal and Social Justice ,2," $8,720.00 ", Hiatus ,
Okanagan College,23-03-2021,Electrical Apprenticeship Level 1,1," $1,322.00 ", Completed  ,
College of the Rockies,01-09-2019,Crimininal Social Justice,2," $11,286.10 ", Attending , Continuing in Fall 
BCIT,08-09-2020,Social Media & Digital Marketing Certificate,1," $3,300.00 ", Hiatus ,
Kwantlen Polytechnic University,05-01-2021,Bachelor of Fashion Design,4," $25,000.00 ", Attending ,
Okanagan College,07-09-2021,Environmental Studies,2," $8,984.00 ", Attending ,
University of the Fraser Valley,14-09-2020,Bachelor of Arts,4," $23,765.00 ",,
University of Victoria,01-09-2020,Bachelor of Arts in Philosophy,4," $26,668.00 ", Attending ,
BCIT,01-09-2022,Broadcasting and Online Journalism Certificate ,1," $6,000.00 ",, Transfer from Douglas College 
Vancouver Island University,01-02-2021,Welding Foundation and Fitter,1," $7,500.00 ", Attending ,
Vancouver Community College,08-02-2021,Professional Cook 2,1," $3,829.00 ", Attending ,
North Island College,08-02-2021,Simulated Electronic Marine Navigation,1, $970.00 , Attending ,
BCIT,01-02-2021,Joinery/Cabinet Maker Foundation,1," $4,024.00 ", Hiatus ,
Thompson Rivers University,01-02-2021,Electrical Trade Entry,1," $3,232.00 ", Hiatus ,
Vancouver Island University,01-02-2021,Health Care Assistant,1," $4,070.00 ", Completed  ,
Justice Insitute of British Columbia,01-11-2021,Emergency Medical Responder & Primary Care Paramedic,1," $7,050.00 ",,
,,,,,,
Camosun College,01-09-2021,Associate of Arts,2," $14,000.00 ", Never Attended ,
University of the Fraser Valley,01-01-2021,Powerline Technician Certificate,," $11,300.00 ",,
Camosun College,2021-19-01,Electronics and Computer Engineering,2.5," $16,587.00 ", Attending ,
University of the Fraser Valley,14-09-2020,Bachelor of Arts in Crimincal Justice,," $23,765.00 ",,
Vancouver Island University,01-09-2021,Bachelor of Arts,4," $28,120.00 ", Attending ,
Vancouver Island University,07-09-2021,Resource Management Officer Technology,2," $13,000.00 ", Attending ,
Justice Insitute of British Columbia,22-02-2021,Basic Security Training & Assessment,1, $372.00 , Hiatus ,
Douglas College,04-01-2021,Academic Foundations for Potential BSN,1," $6,098.00 ", Attending , Eligible Summer '21 forward 
University of the Fraser Valley,14-09-2020,Bachelor of Science,4," $23,765.00 ",,
Justice Institute of British Columbia,06-06-2022,"EMR, Primary Care Paramedic",1," $7,300.10 ",,
Langara College,01-09-2021,Internet & Web Technology Certificate, 1 ," $4,888.00 ", Hiatus , tuition and application fees 
BCIT,01-04-2021,Network Administrator Technician,1," $4,700.00 ", Hiatus ,
Douglas College,06-05-2021,A-Z Personal Trainer ,1," $1,575.00 ", Hiatus ,
